Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub-Category,Product_Name,Sales,Quantity,Discount,Profit
1698,CA-2015-148376,27-Dec-15,31-Dec-15,Standard_Class,AG-10900,Arthur_Gainer,Consumer,United_States,Los_Angeles,California,90008,West,OFF-AP-10000240,Office_Supplies,Appliances,Belkin_F9G930V10-GRY_9_Outlet_Surge,106.96,2,0,31.0184
1699,CA-2015-148376,27-Dec-15,31-Dec-15,Standard_Class,AG-10900,Arthur_Gainer,Consumer,United_States,Los_Angeles,California,90008,West,OFF-LA-10002381,Office_Supplies,Labels,Avery_497,21.56,7,0,10.3488
1909,CA-2015-157959,3-Feb-15,4-Feb-15,First_Class,RW-19540,Rick_Wilson,Corporate,United_States,Los_Angeles,California,90008,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished_Solid_Wood_Document_Frame,136.92,4,0,41.076
1911,CA-2016-105963,15-Nov-16,22-Nov-16,Standard_Class,SC-20770,Stewart_Carmichael,Corporate,United_States,Los_Angeles,California,90008,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB_Mini_TravelDrive_USB_2.0 Flash_Drive,99.39,3,0,40.7499
2083,CA-2017-104647,23-Feb-17,1-Mar-17,Standard_Class,CK-12595,Clytie_Kelty,Consumer,United_States,Los_Angeles,California,90008,West,OFF-PA-10002870,Office_Supplies,Paper,"Ampad_Phone_Message_Book,_Recycled,_400_Message_Capacity,_5_¾”_x_11”",37.44,6,0,16.848
2887,CA-2017-102099,18-Dec-17,19-Dec-17,First_Class,EP-13915,Emily_Phan,Consumer,United_States,Los_Angeles,California,90008,West,OFF-AR-10003811,Office_Supplies,Art,Newell_327,6.63,3,0,1.7901
2888,CA-2017-102099,18-Dec-17,19-Dec-17,First_Class,EP-13915,Emily_Phan,Consumer,United_States,Los_Angeles,California,90008,West,OFF-PA-10003172,Office_Supplies,Paper,Xerox_1996,12.96,2,0,6.2208
2889,CA-2017-102099,18-Dec-17,19-Dec-17,First_Class,EP-13915,Emily_Phan,Consumer,United_States,Los_Angeles,California,90008,West,OFF-PA-10000289,Office_Supplies,Paper,Xerox_213,32.4,5,0,15.552
3557,CA-2017-118542,1-Dec-17,5-Dec-17,Standard_Class,CC-12550,Clay_Cheatham,Consumer,United_States,Los_Angeles,California,90008,West,OFF-PA-10004735,Office_Supplies,Paper,Xerox_1905,45.36,7,0,21.7728
3644,CA-2014-156594,20-Dec-14,23-Dec-14,Second_Class,MC-17845,Michael_Chen,Consumer,United_States,Los_Angeles,California,90008,West,OFF-AR-10001725,Office_Supplies,Art,Boston_Home_&_Office_Model_2000_Electric_Pencil_Sharpeners,47.3,2,0,12.298
3645,CA-2014-156594,20-Dec-14,23-Dec-14,Second_Class,MC-17845,Michael_Chen,Consumer,United_States,Los_Angeles,California,90008,West,OFF-AR-10004269,Office_Supplies,Art,Newell_31,4.13,1,0,1.1564
4806,CA-2015-137708,22-Nov-15,25-Nov-15,Second_Class,NG-18430,Nathan_Gelder,Consumer,United_States,Los_Angeles,California,90008,West,OFF-PA-10000176,Office_Supplies,Paper,Xerox_1887,37.94,2,0,18.2112
4807,CA-2015-137708,22-Nov-15,25-Nov-15,Second_Class,NG-18430,Nathan_Gelder,Consumer,United_States,Los_Angeles,California,90008,West,OFF-PA-10000327,Office_Supplies,Paper,Xerox_1971,42.8,10,0,19.26
4808,CA-2015-137708,22-Nov-15,25-Nov-15,Second_Class,NG-18430,Nathan_Gelder,Consumer,United_States,Los_Angeles,California,90008,West,OFF-ST-10004634,Office_Supplies,Storage,"Personal_Folder_Holder,_Ebony",33.63,3,0,10.089
4961,CA-2016-166226,18-Nov-16,22-Nov-16,Standard_Class,TC-21535,Tracy_Collins,Home_Office,United_States,Los_Angeles,California,90008,West,OFF-AP-10002867,Office_Supplies,Appliances,Fellowes_Command_Center_5-outlet_power_strip,67.84,1,0,18.3168
5018,CA-2014-127558,15-Nov-14,18-Nov-14,First_Class,SS-20410,Shahid_Shariari,Consumer,United_States,Los_Angeles,California,90008,West,FUR-FU-10002505,Furniture,Furnishings,Eldon_100_Class_Desk_Accessories,10.11,3,0,3.2352
5019,CA-2014-127558,15-Nov-14,18-Nov-14,First_Class,SS-20410,Shahid_Shariari,Consumer,United_States,Los_Angeles,California,90008,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e_Mobile_Speakerphone,772.47,3,0,146.7693
5020,CA-2014-127558,15-Nov-14,18-Nov-14,First_Class,SS-20410,Shahid_Shariari,Consumer,United_States,Los_Angeles,California,90008,West,OFF-SU-10002537,Office_Supplies,Supplies,Acme_Box_Cutter_Scissors,20.46,2,0,5.3196
5068,CA-2017-160934,15-Jan-17,19-Jan-17,Standard_Class,TT-21460,Tonja_Turnell,Home_Office,United_States,Los_Angeles,California,90008,West,OFF-AR-10003504,Office_Supplies,Art,Newell_347,21.4,5,0,6.206
5272,CA-2017-125913,16-Jan-17,16-Jan-17,Same_Day,JO-15145,Jack_O'Briant,Corporate,United_States,Los_Angeles,California,90008,West,FUR-FU-10001487,Furniture,Furnishings,"Eldon_Expressions_Wood_and_Plastic_Desk_Accessories,_Cherry_Wood",27.92,4,0,8.0968
5435,CA-2015-160171,19-Oct-15,24-Oct-15,Standard_Class,RM-19675,Robert_Marley,Home_Office,United_States,Los_Angeles,California,90008,West,OFF-AP-10000275,Office_Supplies,Appliances,"Sanyo_Counter_Height_Refrigerator_with_Crisper,_3.6_Cubic_Foot,_Stainless_Steel/Black",1640.7,5,0,459.396
5436,CA-2015-160171,19-Oct-15,24-Oct-15,Standard_Class,RM-19675,Robert_Marley,Home_Office,United_States,Los_Angeles,California,90008,West,TEC-AC-10000892,Technology,Accessories,NETGEAR_N750_Dual_Band_Wi-Fi_Gigabit_Router,270,3,0,97.2
5526,CA-2017-154501,30-Apr-17,5-May-17,Standard_Class,EA-14035,Erin_Ashbrook,Corporate,United_States,Los_Angeles,California,90008,West,OFF-AR-10002804,Office_Supplies,Art,Faber_Castell_Col-Erase_Pencils,9.78,2,0,4.0098
5779,CA-2014-105270,11-Nov-14,18-Nov-14,Standard_Class,AP-10915,Arthur_Prichep,Consumer,United_States,Los_Angeles,California,90008,West,OFF-AR-10003156,Office_Supplies,Art,50_Colored_Long_Pencils,30.48,3,0,7.9248
6014,CA-2016-159016,10-Mar-16,11-Mar-16,First_Class,KF-16285,Karen_Ferguson,Home_Office,United_States,Los_Angeles,California,90008,West,OFF-PA-10004405,Office_Supplies,Paper,Rediform_Voice_Mail_Log_Books,14.9,5,0,7.152
6076,CA-2017-121398,25-Dec-17,29-Dec-17,Standard_Class,FH-14365,Fred_Hopkins,Corporate,United_States,Los_Angeles,California,90008,West,OFF-ST-10002756,Office_Supplies,Storage,"Tennsco_Stur-D-Stor_Boltless_Shelving,_5_Shelves,_24""_Deep,_Sand",270.62,2,0,2.7062
6169,CA-2015-132815,19-Sep-15,22-Sep-15,Second_Class,RW-19540,Rick_Wilson,Corporate,United_States,Los_Angeles,California,90008,West,OFF-PA-10004530,Office_Supplies,Paper,Personal_Creations_Ink_Jet_Cards_and_Labels,22.96,2,0,11.2504
6294,CA-2015-151253,22-Apr-15,26-Apr-15,Standard_Class,AZ-10750,Annie_Zypern,Consumer,United_States,Los_Angeles,California,90008,West,OFF-AR-10004691,Office_Supplies,Art,Boston_1730_StandUp_Electric_Pencil_Sharpener,64.14,3,0,16.6764
6337,CA-2016-165995,30-Aug-16,6-Sep-16,Standard_Class,BG-11740,Bruce_Geld,Consumer,United_States,Los_Angeles,California,90008,West,FUR-FU-10000672,Furniture,Furnishings,"Executive_Impressions_10""_Spectator_Wall_Clock",47.04,4,0,15.9936
6467,CA-2017-153080,22-May-17,25-May-17,Second_Class,EH-13945,Eric_Hoffmann,Consumer,United_States,Los_Angeles,California,90008,West,TEC-AC-10002331,Technology,Accessories,"Maxell_74_Minute_CDR,_10/Pack",68.46,7,0,25.3302
6576,CA-2017-123085,3-Mar-17,8-Mar-17,Standard_Class,EJ-13720,Ed_Jacobs,Consumer,United_States,Los_Angeles,California,90008,West,TEC-AC-10000990,Technology,Accessories,Imation_Bio_2GB_USB Flash_Drive_Imation Corp,1049.44,8,0,440.7648
6684,CA-2014-109134,5-Nov-14,10-Nov-14,Standard_Class,DE-13255,Deanra_Eno,Home_Office,United_States,Los_Angeles,California,90008,West,FUR-FU-10000320,Furniture,Furnishings,OIC_Stacking_Trays,20.04,6,0,8.8176
6858,CA-2017-128965,17-Apr-17,22-Apr-17,Standard_Class,PS-18760,Pamela_Stobb,Consumer,United_States,Los_Angeles,California,90008,West,OFF-PA-10004911,Office_Supplies,Paper,"Rediform_S.O.S._1-Up_Phone_Message_Bk,_4-1/4x3-1/16_Bk,_1_Form/Pg,_40_Messages/Bk,_3/Pk",28.14,3,0,13.5072
6859,CA-2017-128965,17-Apr-17,22-Apr-17,Standard_Class,PS-18760,Pamela_Stobb,Consumer,United_States,Los_Angeles,California,90008,West,OFF-LA-10001404,Office_Supplies,Labels,Avery_517,7.38,2,0,3.4686
6860,CA-2017-128965,17-Apr-17,22-Apr-17,Standard_Class,PS-18760,Pamela_Stobb,Consumer,United_States,Los_Angeles,California,90008,West,OFF-FA-10001561,Office_Supplies,Fasteners,Stockwell_Push_Pins,10.9,5,0,3.597
6861,CA-2017-128965,17-Apr-17,22-Apr-17,Standard_Class,PS-18760,Pamela_Stobb,Consumer,United_States,Los_Angeles,California,90008,West,TEC-AC-10001383,Technology,Accessories,Logitech_Wireless_Touch_Keyboard_K400,274.89,11,0,46.7313
6862,CA-2017-128965,17-Apr-17,22-Apr-17,Standard_Class,PS-18760,Pamela_Stobb,Consumer,United_States,Los_Angeles,California,90008,West,OFF-LA-10003190,Office_Supplies,Labels,Avery_474,23.04,8,0,11.2896
7066,CA-2014-106726,6-Dec-14,8-Dec-14,First_Class,RS-19765,Roland_Schwarz,Corporate,United_States,Los_Angeles,California,90008,West,OFF-ST-10001496,Office_Supplies,Storage,Standard_Rollaway_File_with_Lock,1261.33,7,0,327.9458
7250,CA-2015-158491,4-Jun-15,9-Jun-15,Second_Class,BP-11155,Becky_Pak,Consumer,United_States,Los_Angeles,California,90008,West,TEC-AC-10001874,Technology,Accessories,Logitech_Wireless_Anywhere_Mouse_MX_for_PC_and_Mac,119.98,2,0,35.994
7251,CA-2015-158491,4-Jun-15,9-Jun-15,Second_Class,BP-11155,Becky_Pak,Consumer,United_States,Los_Angeles,California,90008,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906_Speaker_sys_-_home_theater_-_5.1-CH,989.97,3,0,395.988
7467,CA-2016-138282,19-May-16,23-May-16,Standard_Class,AH-10690,Anna_Häberlin,Corporate,United_States,Los_Angeles,California,90008,West,OFF-AP-10001366,Office_Supplies,Appliances,Staple_holder,87.84,8,0,23.7168
8135,CA-2015-121776,16-Feb-15,21-Feb-15,Standard_Class,RD-19585,Rob_Dowd,Consumer,United_States,Los_Angeles,California,90008,West,OFF-PA-10001970,Office_Supplies,Paper,Xerox_1881,36.84,3,0,17.3148
8136,CA-2015-121776,16-Feb-15,21-Feb-15,Standard_Class,RD-19585,Rob_Dowd,Consumer,United_States,Los_Angeles,California,90008,West,OFF-LA-10002762,Office_Supplies,Labels,Avery_485,87.71,7,0,41.2237
8178,CA-2017-149699,22-Dec-17,24-Dec-17,First_Class,CM-12115,Chad_McGuire,Consumer,United_States,Los_Angeles,California,90008,West,TEC-AC-10000474,Technology,Accessories,Kensington_Expert_Mouse_Optical_USB_Trackball_for_PC_or_Mac,474.95,5,0,142.485
8711,CA-2014-119144,16-Nov-14,18-Nov-14,First_Class,JD-16150,Justin_Deggeller,Corporate,United_States,Los_Angeles,California,90008,West,OFF-ST-10000991,Office_Supplies,Storage,Space_Solutions_HD_Industrial_Steel_Shelving.,344.91,3,0,10.3473
8793,CA-2014-162992,19-Dec-14,21-Dec-14,First_Class,BP-11095,Bart_Pistole,Corporate,United_States,Los_Angeles,California,90008,West,OFF-LA-10001934,Office_Supplies,Labels,Avery_516,14.62,2,0,6.8714
8794,CA-2014-162992,19-Dec-14,21-Dec-14,First_Class,BP-11095,Bart_Pistole,Corporate,United_States,Los_Angeles,California,90008,West,OFF-FA-10004248,Office_Supplies,Fasteners,Advantus_T-Pin_Paper_Clips,22.55,5,0,8.7945
8880,US-2015-107944,23-Mar-15,25-Mar-15,First_Class,AM-10360,Alice_McCarthy,Corporate,United_States,Los_Angeles,California,90008,West,OFF-PA-10000659,Office_Supplies,Paper,"TOPS_Carbonless_Receipt_Book,_Four_2-3/4_x_7-1/4_Money_Receipts_per_Page",192.72,11,0,92.5056
8881,US-2015-107944,23-Mar-15,25-Mar-15,First_Class,AM-10360,Alice_McCarthy,Corporate,United_States,Los_Angeles,California,90008,West,TEC-AC-10000736,Technology,Accessories,Logitech_G600_MMO_Gaming_Mouse,239.97,3,0,86.3892
8937,CA-2015-134117,17-Dec-15,19-Dec-15,Second_Class,PG-18895,Paul_Gonzalez,Consumer,United_States,Los_Angeles,California,90008,West,OFF-AR-10003903,Office_Supplies,Art,Sanford_52201_APSCO_Electric_Pencil_Sharpener,204.85,5,0,53.261
8939,CA-2015-134117,17-Dec-15,19-Dec-15,Second_Class,PG-18895,Paul_Gonzalez,Consumer,United_States,Los_Angeles,California,90008,West,OFF-AR-10001940,Office_Supplies,Art,"Sanford_Colorific_Eraseable_Coloring_Pencils,_12_Count",16.4,5,0,7.052
9014,CA-2017-143084,18-Mar-17,22-Mar-17,Standard_Class,BP-11050,Barry_Pond,Corporate,United_States,Los_Angeles,California,90008,West,OFF-AR-10002766,Office_Supplies,Art,Prang_Drawing_Pencil_Set,13.9,5,0,3.753
9015,CA-2017-143084,18-Mar-17,22-Mar-17,Standard_Class,BP-11050,Barry_Pond,Corporate,United_States,Los_Angeles,California,90008,West,OFF-EN-10003072,Office_Supplies,Envelopes,Peel_&_Seel_Envelopes,19.4,5,0,9.312
9228,CA-2017-140515,19-Mar-17,24-Mar-17,Standard_Class,GZ-14545,George_Zrebassa,Corporate,United_States,Los_Angeles,California,90008,West,OFF-AP-10001205,Office_Supplies,Appliances,Belkin_5_Outlet_SurgeMaster_Power_Centers,381.36,7,0,106.7808
9484,CA-2014-122679,22-Jul-14,28-Jul-14,Standard_Class,AB-10255,Alejandro_Ballentine,Home_Office,United_States,Los_Angeles,California,90008,West,OFF-AR-10004757,Office_Supplies,Art,Crayola_Colored_Pencils,19.68,6,0,6.4944
9847,CA-2017-169327,2-Sep-17,4-Sep-17,Second_Class,MH-17290,Marc_Harrigan,Home_Office,United_States,Los_Angeles,California,90008,West,OFF-AP-10001492,Office_Supplies,Appliances,"Acco_Six-Outlet_Power_Strip,_4'_Cord_Length",43.1,5,0,11.206
9848,CA-2017-169327,2-Sep-17,4-Sep-17,Second_Class,MH-17290,Marc_Harrigan,Home_Office,United_States,Los_Angeles,California,90008,West,FUR-FU-10004188,Furniture,Furnishings,Luxo_Professional_Combination_Clamp-On_Lamps,511.5,5,0,132.99
9884,CA-2014-112291,3-Apr-14,8-Apr-14,Standard_Class,KE-16420,Katrina_Edelman,Corporate,United_States,Los_Angeles,California,90008,West,OFF-EN-10001415,Office_Supplies,Envelopes,Staple_envelope,11.16,2,0,5.58
9885,CA-2014-112291,3-Apr-14,8-Apr-14,Standard_Class,KE-16420,Katrina_Edelman,Corporate,United_States,Los_Angeles,California,90008,West,TEC-AC-10001284,Technology,Accessories,Enermax_Briskie_RF_Wireless_Keyboard_and_Mouse_Combo,62.31,3,0,22.4316
9886,CA-2014-112291,3-Apr-14,8-Apr-14,Standard_Class,KE-16420,Katrina_Edelman,Corporate,United_States,Los_Angeles,California,90008,West,TEC-AC-10000736,Technology,Accessories,Logitech_G600_MMO_Gaming_Mouse,159.98,2,0,57.5928
9987,CA-2016-125794,29-Sep-16,3-Oct-16,Standard_Class,ML-17410,Maris_LaWare,Consumer,United_States,Los_Angeles,California,90008,West,TEC-AC-10003399,Technology,Accessories,Memorex_Mini_Travel_Drive_64_GB_USB_2.0_Flash_Drive,36.24,1,0,15.2208
272,CA-2015-155334,30-Jul-15,31-Jul-15,First_Class,HA-14920,Helen_Andreada,Consumer,United_States,San_Francisco,California,94109,West,TEC-AC-10003628,Technology,Accessories,Logitech_910-002974_M325_Wireless_Mouse_for_Web_Scrolling,209.93,7,0,92.3692
273,CA-2015-155334,30-Jul-15,31-Jul-15,First_Class,HA-14920,Helen_Andreada,Consumer,United_States,San_Francisco,California,94109,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration_Desk_Collection,5.28,3,0,2.3232
1050,CA-2014-139192,27-May-14,1-Jun-14,Second_Class,LC-16885,Lena_Creighton,Consumer,United_States,San_Francisco,California,94109,West,TEC-AC-10001606,Technology,Accessories,Logitech_Wireless_Performance_Mouse_MX_for_PC_and_Mac,99.99,1,0,37.9962
1330,CA-2016-142762,23-May-16,27-May-16,Standard_Class,LD-17005,Lisa_DeCherney,Consumer,United_States,San_Francisco,California,94109,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon_Image_Series_Desk_Accessories,_Ebony",37.05,3,0,16.302
1936,CA-2017-101245,27-Nov-17,3-Dec-17,Standard_Class,LW-16990,Lindsay_Williams,Corporate,United_States,San_Francisco,California,94109,West,TEC-AC-10001284,Technology,Accessories,Enermax_Briskie_RF_Wireless_Keyboard_and_Mouse_Combo,166.16,8,0,59.8176
1937,CA-2015-141768,25-May-15,27-May-15,Second_Class,NP-18685,Nora_Pelletier,Home_Office,United_States,San_Francisco,California,94109,West,FUR-FU-10002268,Furniture,Furnishings,Ultra_Door_Push_Plate,14.73,3,0,4.8609
3262,CA-2014-140662,17-Nov-14,19-Nov-14,First_Class,TS-21205,Thomas_Seio,Corporate,United_States,San_Francisco,California,94109,West,TEC-AC-10001314,Technology,Accessories,Case_Logic_2.4GHz_Wireless_Keyboard,99.98,2,0,7.9984
3628,CA-2017-113530,19-May-17,21-May-17,Second_Class,BC-11125,Becky_Castell,Home_Office,United_States,San_Francisco,California,94109,West,TEC-AC-10001465,Technology,Accessories,SanDisk_Cruzer_64_GB_USB_Flash_Drive,36.32,1,0,10.896
3957,CA-2016-114951,26-Jun-16,3-Jul-16,Standard_Class,DN-13690,Duane_Noonan,Consumer,United_States,San_Francisco,California,94109,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon_Expressions_Wood_Desk_Accessories,_Oak",22.14,3,0,6.4206
4452,CA-2016-147137,4-Jul-16,6-Jul-16,First_Class,AA-10645,Anna_Andreadi,Consumer,United_States,San_Francisco,California,94109,West,FUR-FU-10000221,Furniture,Furnishings,"Master_Caster_Door_Stop,_Brown",25.4,5,0,8.636
5141,CA-2015-154886,8-Nov-15,12-Nov-15,Standard_Class,SW-20455,Shaun_Weien,Consumer,United_States,San_Francisco,California,94109,West,TEC-AC-10001956,Technology,Accessories,Microsoft_Arc_Touch_Mouse,119.9,2,0,43.164
5550,CA-2014-159800,28-Nov-14,1-Dec-14,First_Class,SG-20470,Sheri_Gordon,Consumer,United_States,San_Francisco,California,94109,West,TEC-AC-10003447,Technology,Accessories,Micropad_Numeric_Keypads,139.93,7,0,34.9825
5884,CA-2016-136301,13-Mar-16,15-Mar-16,Second_Class,EH-13765,Edward_Hooks,Corporate,United_States,San_Francisco,California,94109,West,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse_Mesh_Shade_Clip-On_Gooseneck_Lamp,_Black",28.28,2,0,7.3528
6300,CA-2017-107314,30-Nov-17,3-Dec-17,First_Class,MZ-17335,Maria_Zettner,Home_Office,United_States,San_Francisco,California,94109,West,FUR-FU-10003489,Furniture,Furnishings,Contemporary_Borderless_Frame,25.83,3,0,9.5571
6623,CA-2014-130449,6-Sep-14,9-Sep-14,First_Class,VP-21760,Victoria_Pisteka,Corporate,United_States,San_Francisco,California,94109,West,FUR-FU-10001487,Furniture,Furnishings,"Eldon_Expressions_Wood_and_Plastic_Desk_Accessories,_Cherry_Wood",41.88,6,0,12.1452
6634,CA-2016-166275,24-Oct-16,24-Oct-16,Same_Day,SS-20590,Sonia_Sunley,Consumer,United_States,San_Francisco,California,94109,West,TEC-AC-10001838,Technology,Accessories,Razer_Tiamat_Over_Ear_7.1_Surround_Sound_PC_Gaming_Headset,199.99,1,0,85.9957
6689,CA-2017-140494,10-Mar-17,15-Mar-17,Second_Class,CM-11815,Candace_McMahon,Corporate,United_States,San_Francisco,California,94109,West,TEC-AC-10004568,Technology,Accessories,Maxell LTO_Ultrium_-_800_GB,111.96,4,0,21.2724
7172,CA-2017-125381,25-Apr-17,27-Apr-17,Second_Class,SG-20605,Speros_Goranitis,Consumer,United_States,San_Francisco,California,94109,West,TEC-AC-10000158,Technology,Accessories,Sony_64GB_Class_10_Micro_SDHC_R40_Memory_Card,107.97,3,0,22.6737
7206,CA-2017-137414,2-Oct-17,6-Oct-17,Standard_Class,CM-12115,Chad_McGuire,Consumer,United_States,San_Francisco,California,94109,West,FUR-FU-10001424,Furniture,Furnishings,Dax_Clear_Box_Frame,17.46,2,0,5.9364
7219,CA-2015-150770,3-May-15,6-May-15,First_Class,LC-16870,Lena_Cacioppo,Consumer,United_States,San_Francisco,California,94109,West,TEC-AC-10000844,Technology,Accessories,Logitech Gaming_G510s_-_Keyboard,339.96,4,0,122.3856
7528,US-2017-106145,26-Sep-17,26-Sep-17,Same_Day,RA-19885,Ruben_Ausman,Corporate,United_States,San_Francisco,California,94109,West,FUR-FU-10003829,Furniture,Furnishings,Stackable_Trays,9.24,3,0,2.9568
8068,US-2015-160563,20-Oct-15,24-Oct-15,Standard_Class,NS-18640,Noel_Staavos,Corporate,United_States,San_Francisco,California,94109,West,TEC-AC-10002567,Technology,Accessories,Logitech_G602_Wireless_Gaming_Mouse,239.97,3,0,86.3892
8069,US-2015-160563,20-Oct-15,24-Oct-15,Standard_Class,NS-18640,Noel_Staavos,Corporate,United_States,San_Francisco,California,94109,West,FUR-FU-10001731,Furniture,Furnishings,Acrylic_Self-Standing_Desk_Frames,16.02,6,0,6.0876
9502,US-2015-158589,20-Nov-15,24-Nov-15,Standard_Class,KW-16570,Kelly_Williams,Consumer,United_States,San_Francisco,California,94109,West,FUR-FU-10001546,Furniture,Furnishings,Dana_Swing-Arm_Lamps,32.04,3,0,8.01
9855,CA-2017-138870,19-Jun-17,23-Jun-17,Standard_Class,GA-14515,George_Ashbrook,Consumer,United_States,San_Francisco,California,94109,West,FUR-FU-10002396,Furniture,Furnishings,"DAX_Copper_Panel_Document_Frame,_5_x_7_Size",50.32,4,0,21.1344
19,CA-2014-143336,27-Aug-14,1-Sep-14,Second_Class,ZD-21925,Zuschuss_Donatelli,Consumer,United_States,San_Francisco,California,94109,West,OFF-AR-10003056,Office_Supplies,Art,Newell_341,8.56,2,0,2.4824
366,CA-2014-123344,24-Sep-14,29-Sep-14,Standard_Class,JD-16060,Julia_Dunbar,Consumer,United_States,San_Francisco,California,94109,West,OFF-ST-10001713,Office_Supplies,Storage,"Gould_Plastics_9-Pocket_Panel_Bin,_18-3/8w_x_5-1/4d_x_20-1/2h,_Black",211.96,4,0,8.4784
382,CA-2016-134775,28-Oct-16,29-Oct-16,First_Class,AS-10285,Alejandro_Savely,Corporate,United_States,San_Francisco,California,94109,West,OFF-PA-10004734,Office_Supplies,Paper,Southworth_Structures_Collection,50.96,7,0,25.48
883,US-2017-123463,23-Dec-17,23-Dec-17,Same_Day,GZ-14470,Gary_Zandusky,Consumer,United_States,San_Francisco,California,94109,West,OFF-AR-10001118,Office_Supplies,Art,"Binney_&_Smith_Crayola_Metallic_Crayons,_16-Color_Pack",13.48,4,0,5.9312
1300,CA-2015-121391,4-Oct-15,7-Oct-15,First_Class,AA-10315,Alex_Avila,Consumer,United_States,San_Francisco,California,94109,West,OFF-ST-10001590,Office_Supplies,Storage,"Tenex_Personal_Project_File_with_Scoop_Front_Design,_Black",26.96,2,0,7.0096
1354,CA-2017-162978,4-May-17,9-May-17,Standard_Class,LW-16990,Lindsay_Williams,Corporate,United_States,San_Francisco,California,94109,West,OFF-PA-10002250,Office_Supplies,Paper,Things_To_Do_Today_Pad,17.61,3,0,8.4528
1561,CA-2014-105172,4-Apr-14,9-Apr-14,Standard_Class,PK-18910,Paul_Knutson,Home_Office,United_States,San_Francisco,California,94109,West,OFF-LA-10001641,Office_Supplies,Labels,Avery_518,18.9,6,0,9.072
1935,CA-2017-101245,27-Nov-17,3-Dec-17,Standard_Class,LW-16990,Lindsay_Williams,Corporate,United_States,San_Francisco,California,94109,West,OFF-PA-10003129,Office_Supplies,Paper,Tops_White_Computer_Printout_Paper,244.55,5,0,114.9385
2398,CA-2017-169264,14-Aug-17,16-Aug-17,Second_Class,NP-18700,Nora_Preis,Consumer,United_States,San_Francisco,California,94109,West,OFF-LA-10001613,Office_Supplies,Labels,Avery_File_Folder_Labels,5.76,2,0,2.8224
2399,CA-2017-169264,14-Aug-17,16-Aug-17,Second_Class,NP-18700,Nora_Preis,Consumer,United_States,San_Francisco,California,94109,West,OFF-AR-10000246,Office_Supplies,Art,Newell_318,16.68,6,0,4.3368
2922,CA-2017-164329,30-Jan-17,30-Jan-17,Same_Day,MM-17920,Michael_Moore,Consumer,United_States,San_Francisco,California,94109,West,OFF-ST-10001511,Office_Supplies,Storage,Space_Solutions_Commercial_Steel_Shelving,129.3,2,0,6.465
3162,CA-2014-153969,21-Sep-14,25-Sep-14,Standard_Class,HF-14995,Herbert_Flentye,Consumer,United_States,San_Francisco,California,94109,West,OFF-EN-10001539,Office_Supplies,Envelopes,Staple_envelope,15.56,2,0,7.3132
3163,CA-2014-153969,21-Sep-14,25-Sep-14,Standard_Class,HF-14995,Herbert_Flentye,Consumer,United_States,San_Francisco,California,94109,West,OFF-EN-10004483,Office_Supplies,Envelopes,"#10_White_Business_Envelopes,4_1/8_x_9_1/2",78.35,5,0,36.8245
3164,CA-2014-153969,21-Sep-14,25-Sep-14,Standard_Class,HF-14995,Herbert_Flentye,Consumer,United_States,San_Francisco,California,94109,West,OFF-AR-10001615,Office_Supplies,Art,Newell_34,59.52,3,0,15.4752
3165,CA-2014-153969,21-Sep-14,25-Sep-14,Standard_Class,HF-14995,Herbert_Flentye,Consumer,United_States,San_Francisco,California,94109,West,OFF-PA-10000327,Office_Supplies,Paper,Xerox_1971,38.52,9,0,17.334
3167,CA-2014-153969,21-Sep-14,25-Sep-14,Standard_Class,HF-14995,Herbert_Flentye,Consumer,United_States,San_Francisco,California,94109,West,OFF-PA-10002246,Office_Supplies,Paper,"Wirebound_Four_2-3/4_x_5_Forms_per_Page,_400_Sets_per_Book",19.35,3,0,9.4815
3263,CA-2014-140662,17-Nov-14,19-Nov-14,First_Class,TS-21205,Thomas_Seio,Corporate,United_States,San_Francisco,California,94109,West,OFF-PA-10003395,Office_Supplies,Paper,Xerox_1941,733.95,7,0,352.296
3264,CA-2014-140662,17-Nov-14,19-Nov-14,First_Class,TS-21205,Thomas_Seio,Corporate,United_States,San_Francisco,California,94109,West,OFF-AP-10001242,Office_Supplies,Appliances,APC_7_Outlet_Network_SurgeArrest_Surge_Protector,241.44,3,0,72.432
3626,CA-2017-113530,19-May-17,21-May-17,Second_Class,BC-11125,Becky_Castell,Home_Office,United_States,San_Francisco,California,94109,West,OFF-AR-10001315,Office_Supplies,Art,Newell_310,3.52,2,0,1.0208
3627,CA-2017-113530,19-May-17,21-May-17,Second_Class,BC-11125,Becky_Castell,Home_Office,United_States,San_Francisco,California,94109,West,OFF-AR-10000122,Office_Supplies,Art,Newell_314,5.58,1,0,1.395
